ds,yhat
2020-04-28 13:00:00,31742.23688643342
2020-04-28 14:00:00,29531.92682150265
2020-04-28 15:00:00,27196.117726626402
2020-04-28 16:00:00,25831.9466165159
2020-04-28 17:00:00,24631.099395309233
2020-04-28 18:00:00,24429.039375826498
2020-04-28 19:00:00,24982.548623242597
2020-04-28 20:00:00,25914.454779145162
2020-04-28 21:00:00,27212.181497172758
2020-04-28 22:00:00,29226.472139979523
2020-04-28 23:00:00,31902.751069632504
2020-04-29 00:00:00,34487.18236659251
2020-04-29 01:00:00,37051.56736800266
2020-04-29 02:00:00,39307.19849738912
2020-04-29 03:00:00,41663.06548937438
2020-04-29 04:00:00,42974.46639461332
2020-04-29 05:00:00,44211.95978496401
2020-04-29 06:00:00,44148.70429559711
2020-04-29 07:00:00,44052.01030606672
2020-04-29 08:00:00,43090.23952901765
2020-04-29 09:00:00,41693.08422106321
2020-04-29 10:00:00,39421.43666030161
2020-04-29 11:00:00,36899.131526239915
2020-04-29 12:00:00,34281.94531149503
2020-04-29 13:00:00,31639.230363143124
2020-04-29 14:00:00,29087.595123236453
2020-04-29 15:00:00,27272.604341379505
2020-04-29 16:00:00,25619.35006140776
2020-04-29 17:00:00,24582.856497371453
2020-04-29 18:00:00,24315.400139084675
2020-04-29 19:00:00,24631.68090427942
2020-04-29 20:00:00,25537.991915326187
2020-04-29 21:00:00,27177.601074163067
2020-04-29 22:00:00,29401.432199654348
2020-04-29 23:00:00,31561.43791328578
2020-04-30 00:00:00,34188.85065741862
2020-04-30 01:00:00,36839.71760203736
2020-04-30 02:00:00,39314.675690996155
2020-04-30 03:00:00,41339.22248953348
2020-04-30 04:00:00,43038.05489788569
2020-04-30 05:00:00,43884.52521156577
2020-04-30 06:00:00,44421.487254624735
2020-04-30 07:00:00,43768.89507545613
2020-04-30 08:00:00,42881.84040870061
2020-04-30 09:00:00,41131.70649360992
2020-04-30 10:00:00,39330.25108468453
2020-04-30 11:00:00,36849.36759726743
2020-04-30 12:00:00,34015.717247714194
2020-04-30 13:00:00,31504.624683950566
2020-04-30 14:00:00,29251.69404913217
2020-04-30 15:00:00,27041.61827600586
2020-04-30 16:00:00,25430.28224208251
2020-04-30 17:00:00,24388.330573369723
2020-04-30 18:00:00,24502.231152529566
2020-04-30 19:00:00,24511.779269513983
2020-04-30 20:00:00,25636.955906009287
2020-04-30 21:00:00,27017.70945430967
2020-04-30 22:00:00,29340.17012230234
2020-04-30 23:00:00,31661.23230393033
2020-05-01 00:00:00,34431.44300459251
2020-05-01 01:00:00,36900.38352531006
2020-05-01 02:00:00,39046.569633675994
2020-05-01 03:00:00,41280.6880914626
2020-05-01 04:00:00,43050.193086539555
2020-05-01 05:00:00,44191.33719514313
2020-05-01 06:00:00,44078.15588527988
2020-05-01 07:00:00,43868.54430557763
2020-05-01 08:00:00,42786.97115315284
2020-05-01 09:00:00,41233.92121463497
2020-05-01 10:00:00,39460.193017881065
2020-05-01 11:00:00,36682.36903725345
2020-05-01 12:00:00,34150.703361763
2020-05-01 13:00:00,31648.545884233077
2020-05-01 14:00:00,28979.295598408033
2020-05-01 15:00:00,27153.95078523029
2020-05-01 16:00:00,25487.83920244441
2020-05-01 17:00:00,24727.468962406936
2020-05-01 18:00:00,24432.35390832463
2020-05-01 19:00:00,24737.292210073203
2020-05-01 20:00:00,25416.899232487285
2020-05-01 21:00:00,27055.50123304894
2020-05-01 22:00:00,29182.24361735793
2020-05-01 23:00:00,31734.509747184402
2020-05-02 00:00:00,34073.803502873394
2020-05-02 01:00:00,36551.45916178414
2020-05-02 02:00:00,39041.10417177068
2020-05-02 03:00:00,41318.752945157845
2020-05-02 04:00:00,42677.20600312329
2020-05-02 05:00:00,43871.15315132997
2020-05-02 06:00:00,43839.46541421568
2020-05-02 07:00:00,43755.6712307201
2020-05-02 08:00:00,42565.718309393036
2020-05-02 09:00:00,41218.30106489192
2020-05-02 10:00:00,38944.306961811235
2020-05-02 11:00:00,36789.81920722717
2020-05-02 12:00:00,34259.72548477552
2020-05-02 13:00:00,31585.368068718977
2020-05-02 14:00:00,29145.348892183516
2020-05-02 15:00:00,26892.62033581196
2020-05-02 16:00:00,25457.701132859147
2020-05-02 17:00:00,24358.117232159402
2020-05-02 18:00:00,24024.4406396414
2020-05-02 19:00:00,24275.292684484466
2020-05-02 20:00:00,25612.80758883118
2020-05-02 21:00:00,26950.49409922847
2020-05-02 22:00:00,29139.776782500496
2020-05-02 23:00:00,31362.84576889773
2020-05-03 00:00:00,34131.81094861099
2020-05-03 01:00:00,36493.02015680492
2020-05-03 02:00:00,39031.94963707354
2020-05-03 03:00:00,41184.8972391222
2020-05-03 04:00:00,42690.87761176999
2020-05-03 05:00:00,43767.4587020068
2020-05-03 06:00:00,44270.787756945036
2020-05-03 07:00:00,43926.95136752042
2020-05-03 08:00:00,42595.9037568434
2020-05-03 09:00:00,40994.20858329225
2020-05-03 10:00:00,39225.26194461606
2020-05-03 11:00:00,36783.30078373589
2020-05-03 12:00:00,34213.220529036094
2020-05-03 13:00:00,31561.038673588864
2020-05-03 14:00:00,29208.97955339512
2020-05-03 15:00:00,26858.909041374514
2020-05-03 16:00:00,25353.601380922493
2020-05-03 17:00:00,24592.722756165444
2020-05-03 18:00:00,24215.766703973994
2020-05-03 19:00:00,24407.147915602112
2020-05-03 20:00:00,25328.527700106395
2020-05-03 21:00:00,26948.47886878575
2020-05-03 22:00:00,28914.182938816688
2020-05-03 23:00:00,31256.873492477614
2020-05-04 00:00:00,33996.21979432923
2020-05-04 01:00:00,36587.91387827117
2020-05-04 02:00:00,38997.02289802226
2020-05-04 03:00:00,40987.24983104631
2020-05-04 04:00:00,42796.336382044195
2020-05-04 05:00:00,43731.57048686869
2020-05-04 06:00:00,43997.22540976
2020-05-04 07:00:00,43608.55666289808
2020-05-04 08:00:00,42559.783365080824
2020-05-04 09:00:00,40950.476456762786
2020-05-04 10:00:00,39173.9086684553
2020-05-04 11:00:00,36553.828379150524
2020-05-04 12:00:00,34142.67491826224
2020-05-04 13:00:00,31590.305823795585
2020-05-04 14:00:00,29013.95778249408
2020-05-04 15:00:00,27106.07287177926
2020-05-04 16:00:00,25350.973242403277
2020-05-04 17:00:00,24444.722446351814
2020-05-04 18:00:00,23991.834318866844
2020-05-04 19:00:00,24402.003129565353
2020-05-04 20:00:00,25432.393573904305
2020-05-04 21:00:00,26896.774388626698
2020-05-04 22:00:00,29072.752886376387
2020-05-04 23:00:00,31781.932513575866
2020-05-05 00:00:00,34084.00739043796
2020-05-05 01:00:00,36792.72255115899
2020-05-05 02:00:00,38903.05800341282
2020-05-05 03:00:00,41213.95768557927
2020-05-05 04:00:00,42621.32244636536
2020-05-05 05:00:00,44079.69220785831
2020-05-05 06:00:00,44005.093670956005
2020-05-05 07:00:00,43842.475033605195
2020-05-05 08:00:00,42800.53045093315
2020-05-05 09:00:00,41018.3181314244
2020-05-05 10:00:00,39083.618339681445
2020-05-05 11:00:00,36903.22584625117
2020-05-05 12:00:00,34037.18995722316
2020-05-05 13:00:00,31594.212853040277
2020-05-05 14:00:00,29324.54941218988
2020-05-05 15:00:00,26870.151911299487
2020-05-05 16:00:00,25426.042133360286
2020-05-05 17:00:00,24499.695726581882
2020-05-05 18:00:00,24057.71766819369
2020-05-05 19:00:00,24339.105354722913
2020-05-05 20:00:00,25451.15443193414
2020-05-05 21:00:00,27019.556345203313
2020-05-05 22:00:00,28991.497479169444
2020-05-05 23:00:00,31286.41948928208
2020-05-06 00:00:00,33792.10169894585
2020-05-06 01:00:00,36445.477758518995
2020-05-06 02:00:00,38978.29282923708
2020-05-06 03:00:00,41090.95383761595
2020-05-06 04:00:00,42614.74968373323
2020-05-06 05:00:00,43888.81103700543
2020-05-06 06:00:00,43839.67424138543
2020-05-06 07:00:00,43666.6828823153
2020-05-06 08:00:00,42298.92301715962
2020-05-06 09:00:00,41008.810087138874
2020-05-06 10:00:00,38790.39526104991
2020-05-06 11:00:00,36505.91181738912
2020-05-06 12:00:00,34011.60999543811
2020-05-06 13:00:00,31405.88205493682
2020-05-06 14:00:00,28816.743635036244
2020-05-06 15:00:00,26632.24265428111
2020-05-06 16:00:00,25139.415109506477
2020-05-06 17:00:00,24249.88083011045
2020-05-06 18:00:00,23667.566082376317
2020-05-06 19:00:00,24002.322131752582
2020-05-06 20:00:00,25025.076967446206
2020-05-06 21:00:00,26655.462950340298
2020-05-06 22:00:00,28556.770827480435
2020-05-06 23:00:00,30970.47026175202
2020-05-07 00:00:00,33710.34915461354
2020-05-07 01:00:00,36142.971411417086
2020-05-07 02:00:00,38872.36164503483
2020-05-07 03:00:00,40965.61533326735
2020-05-07 04:00:00,42668.05302353003
2020-05-07 05:00:00,43548.83837682759
2020-05-07 06:00:00,43664.436706564135
2020-05-07 07:00:00,43327.95460918991
2020-05-07 08:00:00,42568.85816349654
2020-05-07 09:00:00,40873.116485530336
2020-05-07 10:00:00,39047.011821142994
2020-05-07 11:00:00,36470.66664815517
2020-05-07 12:00:00,33909.768223067666
2020-05-07 13:00:00,31176.28425930201
2020-05-07 14:00:00,28993.733665024545
2020-05-07 15:00:00,26781.97460375478
2020-05-07 16:00:00,24855.767106402025
2020-05-07 17:00:00,24332.217681109472
2020-05-07 18:00:00,23789.012512415655
2020-05-07 19:00:00,24140.542713188595
2020-05-07 20:00:00,25000.078910152268
2020-05-07 21:00:00,26851.15534575394
2020-05-07 22:00:00,28924.480717822895
2020-05-07 23:00:00,31210.60595888955
2020-05-08 00:00:00,34036.483953148425
2020-05-08 01:00:00,36171.53984123498
2020-05-08 02:00:00,38913.935357864124
2020-05-08 03:00:00,40966.28801238985
2020-05-08 04:00:00,42800.87250951357
2020-05-08 05:00:00,43521.55109164202
2020-05-08 06:00:00,43815.61718133187
2020-05-08 07:00:00,43569.39404892628
2020-05-08 08:00:00,42486.47522421395
2020-05-08 09:00:00,40981.943493714025
2020-05-08 10:00:00,38792.51585830013
2020-05-08 11:00:00,36587.00453848311
2020-05-08 12:00:00,33885.53228741078
2020-05-08 13:00:00,31386.851585366287
2020-05-08 14:00:00,28934.035454844783
2020-05-08 15:00:00,26968.385903985305
2020-05-08 16:00:00,25160.257581465165
2020-05-08 17:00:00,24217.73393612098
2020-05-08 18:00:00,24080.122814619488
2020-05-08 19:00:00,24242.40462313768
2020-05-08 20:00:00,25224.80506093287
2020-05-08 21:00:00,26795.198443917496
2020-05-08 22:00:00,28879.1474002814
2020-05-08 23:00:00,31162.098214976497
2020-05-09 00:00:00,33886.6290936613
2020-05-09 01:00:00,36498.30854573534
2020-05-09 02:00:00,39197.917090909104
2020-05-09 03:00:00,41083.85883763687
2020-05-09 04:00:00,42505.483094012714
2020-05-09 05:00:00,43322.37586221857
2020-05-09 06:00:00,43932.123150451975
2020-05-09 07:00:00,43722.840008591455
2020-05-09 08:00:00,42222.368939688444
2020-05-09 09:00:00,40946.28807102111
2020-05-09 10:00:00,39121.24180123735
2020-05-09 11:00:00,36620.866453417184
2020-05-09 12:00:00,34088.87025450724
2020-05-09 13:00:00,31521.196389800272
2020-05-09 14:00:00,28695.74691364733
2020-05-09 15:00:00,26870.66497196615
2020-05-09 16:00:00,25023.053959974575
2020-05-09 17:00:00,24359.499886014833
2020-05-09 18:00:00,23759.632410255545
2020-05-09 19:00:00,24237.01482512714
2020-05-09 20:00:00,25242.52915852796
2020-05-09 21:00:00,26964.00792197729
2020-05-09 22:00:00,28712.9046152582
2020-05-09 23:00:00,31261.70538615161
2020-05-10 00:00:00,34000.902112207485
2020-05-10 01:00:00,36399.89799176628
2020-05-10 02:00:00,38812.92801362063
2020-05-10 03:00:00,40825.1406530927
2020-05-10 04:00:00,42685.93968618168
2020-05-10 05:00:00,43489.901994874715
2020-05-10 06:00:00,43934.39668860143
2020-05-10 07:00:00,43403.17081506377
2020-05-10 08:00:00,42419.27443645501
2020-05-10 09:00:00,40805.62837240017
2020-05-10 10:00:00,38881.583761015056
2020-05-10 11:00:00,36626.40138264884
2020-05-10 12:00:00,33872.43958907551
2020-05-10 13:00:00,31353.151184118386
2020-05-10 14:00:00,28795.006583140716
2020-05-10 15:00:00,26714.586337419896
2020-05-10 16:00:00,25308.945238833134
2020-05-10 17:00:00,24141.752256089676
2020-05-10 18:00:00,23821.810386173936
2020-05-10 19:00:00,24172.873289887015
2020-05-10 20:00:00,25215.834352246362
2020-05-10 21:00:00,26804.735085118864
2020-05-10 22:00:00,28852.507145424544
2020-05-10 23:00:00,31231.28574422473
2020-05-11 00:00:00,33776.3930963771
2020-05-11 01:00:00,36350.289923550095
2020-05-11 02:00:00,38691.46077807868
2020-05-11 03:00:00,40725.914717113155
2020-05-11 04:00:00,42547.39363256271
2020-05-11 05:00:00,43539.4028322901
2020-05-11 06:00:00,43681.18051465437
2020-05-11 07:00:00,43417.688013811145
2020-05-11 08:00:00,42239.09438788856
2020-05-11 09:00:00,40625.36501996017
2020-05-11 10:00:00,38947.23143225793
2020-05-11 11:00:00,36249.50334644938
2020-05-11 12:00:00,33926.94396611468
2020-05-11 13:00:00,31225.214497287263
2020-05-11 14:00:00,28837.3585834444
2020-05-11 15:00:00,26543.905465698524
2020-05-11 16:00:00,24846.53388840375
2020-05-11 17:00:00,23840.776180709887
2020-05-11 18:00:00,23862.175376299077
2020-05-11 19:00:00,24071.017484276028
2020-05-11 20:00:00,25251.103393538244
2020-05-11 21:00:00,26732.109342817672
2020-05-11 22:00:00,28713.91955715148
2020-05-11 23:00:00,31137.033027931328
2020-05-12 00:00:00,33863.12996542459
2020-05-12 01:00:00,36407.9036580691
2020-05-12 02:00:00,38818.60630668581
2020-05-12 03:00:00,40895.486022631296
2020-05-12 04:00:00,42193.83979429397
2020-05-12 05:00:00,43486.55314693646
2020-05-12 06:00:00,43817.126891931504
2020-05-12 07:00:00,43315.75628982028
2020-05-12 08:00:00,42499.856515655236
2020-05-12 09:00:00,40601.126280270626
2020-05-12 10:00:00,38687.227098738236
2020-05-12 11:00:00,36349.90078129122
2020-05-12 12:00:00,33727.35007042994
2020-05-12 13:00:00,31265.366489133812
2020-05-12 14:00:00,28646.667378289843
2020-05-12 15:00:00,26884.935038711163
2020-05-12 16:00:00,25033.301362424347
2020-05-12 17:00:00,24151.4813916964
2020-05-12 18:00:00,23785.17090705494
2020-05-12 19:00:00,24071.493334417442
2020-05-12 20:00:00,25178.676431524644
2020-05-12 21:00:00,26589.161441093234
2020-05-12 22:00:00,28709.394361897033
2020-05-12 23:00:00,30946.572130384156
2020-05-13 00:00:00,33612.25210155577
2020-05-13 01:00:00,36354.37547875483
2020-05-13 02:00:00,38839.59463187758
2020-05-13 03:00:00,40906.41721317492
2020-05-13 04:00:00,42496.260876168635
2020-05-13 05:00:00,43287.43901013943
2020-05-13 06:00:00,43700.13006779149
2020-05-13 07:00:00,43277.64331770591
2020-05-13 08:00:00,42273.06724232253
2020-05-13 09:00:00,40683.25332718855
2020-05-13 10:00:00,38411.86653409776
2020-05-13 11:00:00,36412.308441759014
2020-05-13 12:00:00,33531.42568576984
2020-05-13 13:00:00,31076.712605672376
2020-05-13 14:00:00,28549.788399222667
2020-05-13 15:00:00,26448.768966214255
2020-05-13 16:00:00,25203.549332562463
2020-05-13 17:00:00,24168.28179592862
2020-05-13 18:00:00,23674.235961796632
2020-05-13 19:00:00,23837.94314037624
2020-05-13 20:00:00,24998.796613022096
2020-05-13 21:00:00,26485.21885912841
2020-05-13 22:00:00,28607.091563203663
2020-05-13 23:00:00,31079.112434067836
2020-05-14 00:00:00,33504.769914958306
2020-05-14 01:00:00,36143.807454632384
2020-05-14 02:00:00,38694.762895677806
2020-05-14 03:00:00,40554.177591928186
2020-05-14 04:00:00,42227.81430018647
2020-05-14 05:00:00,43159.992728127836
2020-05-14 06:00:00,43825.102522491485
2020-05-14 07:00:00,43237.269382083716
2020-05-14 08:00:00,42332.251814406074
2020-05-14 09:00:00,40749.506981935505
2020-05-14 10:00:00,38507.50305241966
2020-05-14 11:00:00,36252.16333067746
2020-05-14 12:00:00,33556.574892130586
2020-05-14 13:00:00,31127.19288557629
2020-05-14 14:00:00,28452.027735371616
2020-05-14 15:00:00,26620.42104577023
2020-05-14 16:00:00,25107.88142301617
2020-05-14 17:00:00,24113.2598694528
2020-05-14 18:00:00,23608.34508555402
2020-05-14 19:00:00,23832.261677069706
2020-05-14 20:00:00,25086.358021193028
2020-05-14 21:00:00,26563.608415566694
2020-05-14 22:00:00,28446.97492913871
2020-05-14 23:00:00,31239.263896987886
2020-05-15 00:00:00,33889.247005200974
2020-05-15 01:00:00,36263.3607734838
2020-05-15 02:00:00,38758.7877627381
2020-05-15 03:00:00,40591.42295622376
2020-05-15 04:00:00,42391.81522273827
2020-05-15 05:00:00,43067.80526812274
2020-05-15 06:00:00,43635.864313015954
2020-05-15 07:00:00,43152.69924308018
2020-05-15 08:00:00,41990.94970400125
2020-05-15 09:00:00,40508.16212405143
2020-05-15 10:00:00,38615.301114919996
2020-05-15 11:00:00,36278.34024175817
2020-05-15 12:00:00,33861.39185454641
2020-05-15 13:00:00,31115.14825224255
2020-05-15 14:00:00,28633.02773187557
2020-05-15 15:00:00,26385.91553288459
2020-05-15 16:00:00,24787.965253651604
2020-05-15 17:00:00,23740.08740705411
2020-05-15 18:00:00,23564.684016697607
2020-05-15 19:00:00,23857.49955769412
2020-05-15 20:00:00,25051.858616363104
2020-05-15 21:00:00,26462.190891208396
2020-05-15 22:00:00,28603.30675393553
2020-05-15 23:00:00,30849.777934255577
2020-05-16 00:00:00,33747.54718968991
2020-05-16 01:00:00,35988.63785545661
2020-05-16 02:00:00,38328.30374097058
2020-05-16 03:00:00,40635.53213182496
2020-05-16 04:00:00,42212.20231638693
2020-05-16 05:00:00,43099.61243430009
2020-05-16 06:00:00,43487.555456584036
2020-05-16 07:00:00,43453.05785132314
2020-05-16 08:00:00,42204.285301255375
2020-05-16 09:00:00,40330.81837489726
2020-05-16 10:00:00,38553.85895123325
2020-05-16 11:00:00,35764.164692770704
2020-05-16 12:00:00,33750.48086328014
2020-05-16 13:00:00,30985.07925946312
2020-05-16 14:00:00,28628.32562527671
2020-05-16 15:00:00,26233.03672552561
2020-05-16 16:00:00,24901.30816420146
2020-05-16 17:00:00,23760.83958121448
2020-05-16 18:00:00,23839.748620775892
2020-05-16 19:00:00,23855.540656339625
2020-05-16 20:00:00,25072.53341817108
2020-05-16 21:00:00,26507.862454681737
2020-05-16 22:00:00,28516.833914696344
2020-05-16 23:00:00,30991.89336225652
2020-05-17 00:00:00,33633.396714464245
2020-05-17 01:00:00,36192.777891387384
2020-05-17 02:00:00,38698.204784064845
2020-05-17 03:00:00,40817.913063255444
2020-05-17 04:00:00,42337.2298464276
2020-05-17 05:00:00,43258.50380706371
2020-05-17 06:00:00,43554.416656943635
2020-05-17 07:00:00,43333.80900886141
2020-05-17 08:00:00,42089.25248676292
2020-05-17 09:00:00,40648.07822755101
2020-05-17 10:00:00,38660.56690976266
2020-05-17 11:00:00,36461.95658119983
2020-05-17 12:00:00,33609.99433985676
2020-05-17 13:00:00,31069.358573014008
2020-05-17 14:00:00,28527.922784930153
2020-05-17 15:00:00,26853.273157696596
2020-05-17 16:00:00,24813.885339056356
2020-05-17 17:00:00,23960.232980403016
2020-05-17 18:00:00,23389.003239034042
2020-05-17 19:00:00,23928.430559501416
2020-05-17 20:00:00,25007.851632523998
2020-05-17 21:00:00,26498.493027435674
2020-05-17 22:00:00,28396.414251514918
2020-05-17 23:00:00,30944.32976975482
2020-05-18 00:00:00,33637.95205044786
2020-05-18 01:00:00,35951.37409739093
2020-05-18 02:00:00,38541.83323289051
2020-05-18 03:00:00,40716.05831822987
2020-05-18 04:00:00,42234.0011275608
2020-05-18 05:00:00,43011.15609723828
2020-05-18 06:00:00,43477.64264685862
2020-05-18 07:00:00,43069.58240905257
2020-05-18 08:00:00,42045.499815837495
2020-05-18 09:00:00,40461.08487720393
2020-05-18 10:00:00,38704.32185267274
2020-05-18 11:00:00,35907.62400766171
2020-05-18 12:00:00,33495.6787258356
2020-05-18 13:00:00,30742.556694844905
2020-05-18 14:00:00,28594.4617099535
2020-05-18 15:00:00,26547.784173776163
2020-05-18 16:00:00,24745.94559247923
2020-05-18 17:00:00,23609.836179784026
2020-05-18 18:00:00,23539.969119185338
2020-05-18 19:00:00,23611.75481927979
2020-05-18 20:00:00,24698.464003796467
2020-05-18 21:00:00,26481.518691591806
2020-05-18 22:00:00,28342.766093807815
2020-05-18 23:00:00,30965.950285457853
2020-05-19 00:00:00,33394.08266406307
2020-05-19 01:00:00,35791.69168867484
2020-05-19 02:00:00,38384.88912918842
2020-05-19 03:00:00,40486.95756103992
2020-05-19 04:00:00,42147.80235308129
2020-05-19 05:00:00,43003.30424525703
2020-05-19 06:00:00,43248.15255330639
2020-05-19 07:00:00,43049.836592844964
2020-05-19 08:00:00,41783.23554734017
2020-05-19 09:00:00,40290.72158733964
2020-05-19 10:00:00,38337.223414511776
2020-05-19 11:00:00,35869.94871714891
2020-05-19 12:00:00,33442.40996466572
2020-05-19 13:00:00,30670.329886192812
2020-05-19 14:00:00,28454.424483397375
2020-05-19 15:00:00,26231.947323368564
2020-05-19 16:00:00,24767.63596131089
2020-05-19 17:00:00,23704.693085795654
2020-05-19 18:00:00,23097.82999657147
2020-05-19 19:00:00,23684.236889613414
2020-05-19 20:00:00,24726.61126024985
2020-05-19 21:00:00,26340.955537970887
2020-05-19 22:00:00,28410.709788034168
2020-05-19 23:00:00,30433.827667804024
2020-05-20 00:00:00,33051.931403035866
2020-05-20 01:00:00,35794.27507141701
2020-05-20 02:00:00,38302.03470984155
2020-05-20 03:00:00,40390.38335725719
2020-05-20 04:00:00,42090.15447759088
2020-05-20 05:00:00,43047.92117075836
2020-05-20 06:00:00,43002.994686986436
2020-05-20 07:00:00,43078.036323223234
2020-05-20 08:00:00,42105.60647748167
2020-05-20 09:00:00,40533.24587973578
2020-05-20 10:00:00,38417.23762877285
2020-05-20 11:00:00,35934.0714341401
2020-05-20 12:00:00,33136.93402111713
2020-05-20 13:00:00,30889.067432603028
2020-05-20 14:00:00,28067.203594756214
2020-05-20 15:00:00,26228.954462480877
2020-05-20 16:00:00,24617.804377528217
2020-05-20 17:00:00,23372.140629235015
2020-05-20 18:00:00,23096.954605921273
2020-05-20 19:00:00,23565.249945779527
2020-05-20 20:00:00,24699.894011874138
2020-05-20 21:00:00,26018.2198338784
2020-05-20 22:00:00,28317.546331649326
2020-05-20 23:00:00,30421.230447734717
2020-05-21 00:00:00,33229.21766052317
2020-05-21 01:00:00,35830.446408081945
2020-05-21 02:00:00,38305.39224031845
2020-05-21 03:00:00,40274.86892885919
2020-05-21 04:00:00,42064.024806390036
2020-05-21 05:00:00,42757.071855095564
2020-05-21 06:00:00,43043.087030070885
2020-05-21 07:00:00,42897.51694275162
2020-05-21 08:00:00,41828.80109397624
2020-05-21 09:00:00,40421.82298806272
2020-05-21 10:00:00,38224.55023996128
2020-05-21 11:00:00,35818.56026855579
2020-05-21 12:00:00,33381.283362990755
2020-05-21 13:00:00,30956.583759329813
2020-05-21 14:00:00,28323.89808484944
2020-05-21 15:00:00,26247.988686899196
2020-05-21 16:00:00,24273.80660589458
2020-05-21 17:00:00,23904.128061369604
2020-05-21 18:00:00,23315.517849128217
2020-05-21 19:00:00,23498.238109888767
2020-05-21 20:00:00,24796.893976470194
2020-05-21 21:00:00,26292.928061016566
2020-05-21 22:00:00,28452.206991403375
2020-05-21 23:00:00,30789.65816843787
2020-05-22 00:00:00,33301.4003451952
2020-05-22 01:00:00,35823.20277401764
2020-05-22 02:00:00,38521.80977178232
2020-05-22 03:00:00,40591.48210395777
2020-05-22 04:00:00,41950.805772041946
2020-05-22 05:00:00,43039.36798199203
2020-05-22 06:00:00,43426.59110103899
2020-05-22 07:00:00,42827.198099163645
2020-05-22 08:00:00,41925.9100865203
2020-05-22 09:00:00,40110.155054438685
2020-05-22 10:00:00,38140.7304683819
2020-05-22 11:00:00,35949.28928581178
2020-05-22 12:00:00,33443.45836017045
2020-05-22 13:00:00,30703.461663396734
2020-05-22 14:00:00,28228.63122355453
2020-05-22 15:00:00,26133.528869219
2020-05-22 16:00:00,24680.559404799224
2020-05-22 17:00:00,23578.973636909202
2020-05-22 18:00:00,23106.810556221044
2020-05-22 19:00:00,23434.164192392967
2020-05-22 20:00:00,24698.205230335803
2020-05-22 21:00:00,26247.804739428553
2020-05-22 22:00:00,28156.699099105466
2020-05-22 23:00:00,30559.24462801857
2020-05-23 00:00:00,33055.182245566124
2020-05-23 01:00:00,35615.298367596166
2020-05-23 02:00:00,38323.585118207004
2020-05-23 03:00:00,40452.02812645238
2020-05-23 04:00:00,41895.437569610156
2020-05-23 05:00:00,42811.22284435228
2020-05-23 06:00:00,43080.424358729404
2020-05-23 07:00:00,42689.12166087341
2020-05-23 08:00:00,41710.8710383267
2020-05-23 09:00:00,40124.94865106118
2020-05-23 10:00:00,37879.477386255014
2020-05-23 11:00:00,35725.750998813746
2020-05-23 12:00:00,32954.28536507535
2020-05-23 13:00:00,30431.424745496413
2020-05-23 14:00:00,28146.48941193488
2020-05-23 15:00:00,25970.71471406885
2020-05-23 16:00:00,24462.18831210193
2020-05-23 17:00:00,23130.00674118122
2020-05-23 18:00:00,23087.28850620681
2020-05-23 19:00:00,23600.831404465167
2020-05-23 20:00:00,24576.80694474205
2020-05-23 21:00:00,25974.002499842114
2020-05-23 22:00:00,28179.815442862615
2020-05-23 23:00:00,30458.776696201272
2020-05-24 00:00:00,33185.92630634087
2020-05-24 01:00:00,35714.23728324913
2020-05-24 02:00:00,38207.30491878008
2020-05-24 03:00:00,39868.70696452125
2020-05-24 04:00:00,41534.56123107256
2020-05-24 05:00:00,42500.094985858006
2020-05-24 06:00:00,42935.13756419252
2020-05-24 07:00:00,42451.7214966902
2020-05-24 08:00:00,41804.02804248159
2020-05-24 09:00:00,39943.16061091959
2020-05-24 10:00:00,38055.46876090837
2020-05-24 11:00:00,35742.13750862395
2020-05-24 12:00:00,32937.41012405868
2020-05-24 13:00:00,30365.501575953498
2020-05-24 14:00:00,28103.930853297377
2020-05-24 15:00:00,26086.657505129766
2020-05-24 16:00:00,24361.393760030573
2020-05-24 17:00:00,23492.708241792097
2020-05-24 18:00:00,23059.69150226846
2020-05-24 19:00:00,23293.238623657522
2020-05-24 20:00:00,24244.08848026157
2020-05-24 21:00:00,25945.49333536309
2020-05-24 22:00:00,28170.227438471247
2020-05-24 23:00:00,30404.539690192934
2020-05-25 00:00:00,32860.30720708648
2020-05-25 01:00:00,35771.944579540694
2020-05-25 02:00:00,38091.510760745245
2020-05-25 03:00:00,40258.49989124982
2020-05-25 04:00:00,41636.87861381768
2020-05-25 05:00:00,42734.26893441196
2020-05-25 06:00:00,42746.48411298756
2020-05-25 07:00:00,42750.85520094605
2020-05-25 08:00:00,41469.659752855085
2020-05-25 09:00:00,39840.13360735266
2020-05-25 10:00:00,38115.84349992344
2020-05-25 11:00:00,35657.57191854703
2020-05-25 12:00:00,32918.68724273267
2020-05-25 13:00:00,30410.656674757458
2020-05-25 14:00:00,28049.818383783168
2020-05-25 15:00:00,25756.073120175624
2020-05-25 16:00:00,24033.966631478997
2020-05-25 17:00:00,23174.73757981424
2020-05-25 18:00:00,23006.168367645412
2020-05-25 19:00:00,23337.416432881328
2020-05-25 20:00:00,24374.535953150567
2020-05-25 21:00:00,25849.914713301223
2020-05-25 22:00:00,27924.73442525039
2020-05-25 23:00:00,30206.798618340687
2020-05-26 00:00:00,32858.86233183724
2020-05-26 01:00:00,35453.238533292206
2020-05-26 02:00:00,37817.24971504227
2020-05-26 03:00:00,40228.395123568625
2020-05-26 04:00:00,41442.20456338636
2020-05-26 05:00:00,42476.58877593659
2020-05-26 06:00:00,42919.27529333507
